Date	Type	Raion	Location	Name	Question	TypeQuestion	Answer
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all unique users to library? 	numeric	216
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	131
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	85
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	148
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	43
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	19
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	6
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	398
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total of virtual visits  	numeric	0
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	182
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	0
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	530
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	120
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	Filme vizionate in grup. SKYPE.Jocuri pentru copii.
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of consultations in June	numeric	130
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic, area of consultation 	textaria	Folosirea calculatorului.Consultatii in domeniul agriculturii,invatamintului, medicinii, sport, culinarie
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	Фото0067.jpg;ProgramaNOVATECAaintorsbineficiariiinbiblioteca.docx
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	ProgramaNOVATECAaintorsbineficiariiinbiblioteca_1.docx
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a question	textaria	
2013-09-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a feedback	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all unique users to library 	numeric	486
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	370
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	116
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	320
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	100
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	36
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	510
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total of virtual visits  	numeric	0
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	583
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	0
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	1282
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	175
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	Acces la internet,filme pe YOUTUBE,jocuri la calculator,SKUPE,informatii din internet.
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of consultations in June	numeric	409
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic, area of consultation 	textaria	Acces la internet,folosirea SKYPE,YOUTUBE,consultanta in domeniul sanatatii, culturii, educatiei, agriculturii.
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a question	textaria	
2013-10-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a feedback	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all unique users to library 	numeric	367
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	234
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	133
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	235
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	63
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	39
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	30
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	536
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total of virtual visits  	numeric	0
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	536
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	0
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	850
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	175
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	"Consultatii,informatii din internet-145persoane.       Pentru lucratorii de la casa pentru batrini-consultatii despre alimentatia persoanelor in etate.                                                                         Sedinta clubului ""Tinarul politist""."
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of consultations in June	numeric	260
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic, area of consultation 	textaria	Educatie,sanatate,dezvoltare economica.cultura.
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	Petras D.Pensionara.63 ani-Multumesc pentru NOVATECA. Vorbesc pe SKUPE cu feciorul din Rusia.Am unde sa ma duc, sa comunic.
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a question	textaria	
2013-11-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a feedback	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all unique users to library 	numeric	297
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	177
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	120
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	194
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	57
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	33
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	13
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	289
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total of virtual visits  	numeric	27
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	545
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	321
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	727
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	150
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	1.Comunicarea cu persoane aflate peste hotare.                2Informatii pentru a se angaja in cimpul muncii.  3Informatii din domeniul medicinii.(Programare la medic in capitala).                                       4Folosirea materialelor din internet la activitatile de loisir.(L. Butnaru,L. Hlib)
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of consultations in June	numeric	135
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic, area of consultation 	textaria	Cultura,economie,medicina,recreere.comunicare.
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a question	textaria	
2013-12-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a feedback	textaria	"O luna plina de evenimente cu sarbatori,bineficiar i la calculatoare si imprumut de carti. Am primit in dar o carte cu versuri de la Ana Leah,bastinasa din sat. Cartea :Celui iubit""a fost evenimentul lunii."
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all new unique users to library 	numeric	220
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	138
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	82
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	220
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	0
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	0
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	0
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	963
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	If answered yes to previous question, indicate number of visits.	numeric	170
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	521
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	0
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	1037
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	390
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	Informatii din internet-56persoane. Sanatate-21. Comunicare cu familia-47.Consultatii pe loc-41.
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	How many people work in the library? Please include all staff members (librarians & support).	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did your library have any volunteers that help with your work?	dropdown	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of consultations in June	numeric	268
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Communication	numeric	114
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Education	numeric	56
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Culture and Leisure	numeric	38
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Electronic Governance	numeric	8
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Health	numeric	39
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Economic Development	numeric	11
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Digital Inclusion	numeric	2
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Other consultations	textaria	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-01-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
